agent_id,seniority,year,season,policy,patient_satisfaction,metric,mmss
2,mid,2025,winter,hybrid_ai,130.1804481612576,first_response,04:52.6
2,mid,2025,winter,hybrid_ai,91.78433552349372,handle_time,15:25.2
2,mid,2025,winter,hybrid_ai,93.65613318735986,resolution_time,84:19.1
2,mid,2025,spring,human,48.220864726899904,first_response,04:17.8
2,mid,2025,spring,human,29.1326176653022,handle_time,12:44.6
2,mid,2025,spring,human,122.8612171725859,resolution_time,81:07.7
2,mid,2025,summer,human,63.59216942893667,first_response,04:05.1
2,mid,2025,summer,human,97.06444892958382,handle_time,14:08.1
2,mid,2025,summer,human,82.32707727505247,resolution_time,61:34.1
2,mid,2025,autumn,human,21.619662646349838,first_response,04:54.3
2,mid,2025,autumn,human,95.63712480785095,handle_time,14:51.3
2,mid,2025,autumn,human,61.71014357448137,resolution_time,80:52.1
3,mid,2021,winter,human,87.6,first_response,05:39.2
3,mid,2021,winter,human,87.6,handle_time,19:03.8
3,mid,2021,winter,human,87.6,resolution_time,104:07.8
3,mid,2021,spring,human,100,first_response,04:20.5
3,mid,2021,spring,human,100,handle_time,13:59.3
3,mid,2021,spring,human,100,resolution_time,79:44.5
3,mid,2021,summer,human,61.8,first_response,04:29.9
3,mid,2021,summer,human,61.8,handle_time,15:35.0
3,mid,2021,summer,human,61.8,resolution_time,84:52.2
3,mid,2021,autumn,hybrid_ai,1.6,first_response,05:38.2
3,mid,2021,autumn,hybrid_ai,1.6,handle_time,16:34.5
3,mid,2021,autumn,hybrid_ai,1.6,resolution_time,117:20.6
3,mid,2022,winter,hybrid_ai,5.025165888813746,first_response,05:41.6
3,mid,2022,winter,hybrid_ai,-41.84765037155497,handle_time,17:32.8
3,mid,2022,winter,hybrid_ai,54.28401408053414,resolution_time,112:33.0
3,mid,2022,spring,human,116.8505605440428,first_response,04:23.6
3,mid,2022,spring,human,96.63171869660302,handle_time,12:51.6
3,mid,2022,spring,human,112.29465542609749,resolution_time,74:18.6
3,mid,2022,summer,hybrid_ai,16.666889135784615,first_response,05:09.9
3,mid,2022,summer,hybrid_ai,9.404005461335124,handle_time,17:50.5
3,mid,2022,summer,hybrid_ai,55.44234759963791,resolution_time,87:46.6
3,mid,2022,autumn,hybrid_ai,135.66696850571503,first_response,05:40.7
3,mid,2022,autumn,hybrid_ai,77.5972240950808,handle_time,16:54.8
3,mid,2022,autumn,hybrid_ai,57.4612628131159,resolution_time,94:38.9
3,mid,2023,winter,human,100,first_response,05:45.3
3,mid,2023,winter,human,100,handle_time,16:08.4
3,mid,2023,winter,human,100,resolution_time,110:35.1
3,mid,2023,spring,human,49.8,first_response,05:07.3
3,mid,2023,spring,human,49.8,handle_time,16:39.6
3,mid,2023,spring,human,49.8,resolution_time,94:46.0
3,mid,2023,summer,hybrid_ai,90.3,first_response,04:29.5
3,mid,2023,summer,hybrid_ai,90.3,handle_time,15:31.0
3,mid,2023,summer,hybrid_ai,90.3,resolution_time,82:17.9
3,mid,2023,autumn,human,53.7,first_response,04:55.2
3,mid,2023,autumn,human,53.7,handle_time,14:24.6
3,mid,2023,autumn,human,53.7,resolution_time,96:31.6
3,mid,2024,winter,hybrid_ai,100,first_response,05:32.8
3,mid,2024,winter,hybrid_ai,100,handle_time,17:36.8
3,mid,2024,winter,hybrid_ai,100,resolution_time,107:11.3
3,mid,2024,spring,hybrid_ai,92.5,first_response,04:47.5
3,mid,2024,spring,hybrid_ai,92.5,handle_time,14:18.6
3,mid,2024,spring,hybrid_ai,92.5,resolution_time,95:40.0
3,mid,2024,summer,hybrid_ai,39.6,first_response,04:49.0
3,mid,2024,summer,hybrid_ai,39.6,handle_time,15:58.2
3,mid,2024,summer,hybrid_ai,39.6,resolution_time,101:23.7
3,mid,2024,autumn,hybrid_ai,90.5,first_response,04:47.1
3,mid,2024,autumn,hybrid_ai,90.5,handle_time,17:26.2
3,mid,2024,autumn,hybrid_ai,90.5,resolution_time,82:13.0
3,mid,2025,winter,human,-13.243949330459301,first_response,05:05.1
3,mid,2025,winter,human,39.868185697619836,handle_time,17:20.9
3,mid,2025,winter,human,36.38659168107766,resolution_time,82:56.4
3,mid,2025,spring,human,19.864804865442615,first_response,04:29.6
3,mid,2025,spring,human,19.26159523152674,handle_time,12:36.7
3,mid,2025,spring,human,16.472736307892426,resolution_time,81:17.3
3,mid,2025,summer,human,82.10543791942085,first_response,04:03.5
3,mid,2025,summer,human,77.94249439555219,handle_time,13:40.1
3,mid,2025,summer,human,165.66597542543718,resolution_time,67:47.6
3,mid,2025,autumn,human,71.92141382030198,first_response,05:33.8
3,mid,2025,autumn,human,89.87466366323044,handle_time,15:19.7
3,mid,2025,autumn,human,-8.672474630271495,resolution_time,88:20.3
4,senior,2021,winter,hybrid_ai,63.8,first_response,05:43.6
4,senior,2021,winter,hybrid_ai,63.8,handle_time,17:39.3
4,senior,2021,winter,hybrid_ai,63.8,resolution_time,87:04.8
4,senior,2021,spring,hybrid_ai,36.7,first_response,04:17.0
4,senior,2021,spring,hybrid_ai,36.7,handle_time,12:04.9
4,senior,2021,spring,hybrid_ai,36.7,resolution_time,88:29.1
4,senior,2021,summer,hybrid_ai,46.4,first_response,04:46.3
4,senior,2021,summer,hybrid_ai,46.4,handle_time,14:43.6
4,senior,2021,summer,hybrid_ai,46.4,resolution_time,86:56.7
4,senior,2021,autumn,human,42.1,first_response,04:59.3
4,senior,2021,autumn,human,42.1,handle_time,16:48.0
4,senior,2021,autumn,human,42.1,resolution_time,94:21.7
4,senior,2022,winter,human,55.86091076495994,first_response,05:33.4
4,senior,2022,winter,human,88.07876952977857,handle_time,16:51.5
4,senior,2022,winter,human,95.00264628953654,resolution_time,98:20.0
4,senior,2022,spring,human,131.15644638938724,first_response,03:54.3
4,senior,2022,spring,human,77.6804067975991,handle_time,13:39.4
4,senior,2022,spring,human,40.53231288349528,resolution_time,72:22.1
4,senior,2022,summer,human,99.86167275127495,first_response,04:09.7
4,senior,2022,summer,human,32.02668487161914,handle_time,13:21.7
4,senior,2022,summer,human,71.08611040719619,resolution_time,72:41.2
4,senior,2022,autumn,hybrid_ai,134.22939695971246,first_response,05:03.2
4,senior,2022,autumn,hybrid_ai,128.19095001544537,handle_time,14:52.9
4,senior,2022,autumn,hybrid_ai,53.386285787526305,resolution_time,93:07.3
4,senior,2023,winter,human,63.6,first_response,04:49.1
4,senior,2023,winter,human,63.6,handle_time,15:00.3
4,senior,2023,winter,human,63.6,resolution_time,84:05.6
4,senior,2023,spring,hybrid_ai,90.8,first_response,04:13.3
4,senior,2023,spring,hybrid_ai,90.8,handle_time,13:50.5
4,senior,2023,spring,hybrid_ai,90.8,resolution_time,82:02.3
4,senior,2023,summer,human,100,first_response,03:38.2
4,senior,2023,summer,human,100,handle_time,12:52.6
4,senior,2023,summer,human,100,resolution_time,74:53.5
4,senior,2023,autumn,human,82.5,first_response,04:16.3
4,senior,2023,autumn,human,82.5,handle_time,12:59.1
4,senior,2023,autumn,human,82.5,resolution_time,76:24.5
4,senior,2024,winter,hybrid_ai,100,first_response,05:08.1
4,senior,2024,winter,hybrid_ai,100,handle_time,14:10.2
4,senior,2024,winter,hybrid_ai,100,resolution_time,92:59.1
4,senior,2024,spring,hybrid_ai,100,first_response,04:01.5
4,senior,2024,spring,hybrid_ai,100,handle_time,12:55.1
4,senior,2024,spring,hybrid_ai,100,resolution_time,68:54.3
4,senior,2024,summer,hybrid_ai,73.2,first_response,04:07.4
4,senior,2024,summer,hybrid_ai,73.2,handle_time,14:11.0
4,senior,2024,summer,hybrid_ai,73.2,resolution_time,66:31.0
4,senior,2024,autumn,hybrid_ai,97.2,first_response,05:03.4
4,senior,2024,autumn,hybrid_ai,97.2,handle_time,14:18.0
4,senior,2024,autumn,hybrid_ai,97.2,resolution_time,96:34.0
4,senior,2025,winter,hybrid_ai,60.70847353817281,first_response,04:31.7
4,senior,2025,winter,hybrid_ai,84.73727114124637,handle_time,15:54.4
4,senior,2025,winter,hybrid_ai,149.4689864247011,resolution_time,77:25.8
4,senior,2025,spring,human,179.09757196964983,first_response,04:09.8
4,senior,2025,spring,human,116.06684632223944,handle_time,12:52.1
4,senior,2025,spring,human,111.12857935442372,resolution_time,69:08.1
4,senior,2025,summer,human,84.96803542838524,first_response,03:47.3
4,senior,2025,summer,human,72.75496670217856,handle_time,12:35.6
4,senior,2025,summer,human,63.45554864333418,resolution_time,62:29.4
4,senior,2025,autumn,hybrid_ai,49.36801378210207,first_response,04:07.3
4,senior,2025,autumn,hybrid_ai,99.05739213328229,handle_time,13:04.6
4,senior,2025,autumn,hybrid_ai,102.86601093536052,resolution_time,76:49.3
5,junior,2021,winter,hybrid_ai,42.7,first_response,06:49.4
5,junior,2021,winter,hybrid_ai,42.7,handle_time,19:46.3
5,junior,2021,winter,hybrid_ai,42.7,resolution_time,123:18.7
5,junior,2021,spring,hybrid_ai,58.5,first_response,05:24.7
5,junior,2021,spring,hybrid_ai,58.5,handle_time,15:04.8
5,junior,2021,spring,hybrid_ai,58.5,resolution_time,85:25.1
5,junior,2021,summer,hybrid_ai,94.5,first_response,04:25.6
5,junior,2021,summer,hybrid_ai,94.5,handle_time,15:05.5
5,junior,2021,summer,hybrid_ai,94.5,resolution_time,86:27.5
5,junior,2021,autumn,human,48.1,first_response,05:18.9
5,junior,2021,autumn,human,48.1,handle_time,15:17.3
5,junior,2021,autumn,human,48.1,resolution_time,85:55.7
5,junior,2022,winter,human,5.146714551056274,first_response,05:27.7
5,junior,2022,winter,human,102.07703952482703,handle_time,18:46.7
5,junior,2022,winter,human,42.36556667256272,resolution_time,107:37.0
5,junior,2022,spring,hybrid_ai,44.982804788757846,first_response,05:07.9
5,junior,2022,spring,hybrid_ai,112.41689036533538,handle_time,16:45.6
5,junior,2022,spring,hybrid_ai,55.45652706618817,resolution_time,98:24.3
5,junior,2022,summer,hybrid_ai,97.88457103348843,first_response,05:29.3
5,junior,2022,summer,hybrid_ai,123.54590264657911,handle_time,16:02.8
5,junior,2022,summer,hybrid_ai,146.77589879943253,resolution_time,90:50.9
5,junior,2022,autumn,human,104.75244897432579,first_response,04:40.4
5,junior,2022,autumn,human,93.27621546206427,handle_time,15:11.7
5,junior,2022,autumn,human,142.26088687795817,resolution_time,96:01.5
5,junior,2023,winter,hybrid_ai,100,first_response,05:16.1
5,junior,2023,winter,hybrid_ai,100,handle_time,15:23.4
5,junior,2023,winter,hybrid_ai,100,resolution_time,76:14.4
5,junior,2023,spring,hybrid_ai,79.3,first_response,04:36.3
5,junior,2023,spring,hybrid_ai,79.3,handle_time,14:37.1
5,junior,2023,spring,hybrid_ai,79.3,resolution_time,76:05.2
5,junior,2023,summer,hybrid_ai,86.2,first_response,04:47.0
5,junior,2023,summer,hybrid_ai,86.2,handle_time,13:30.5
5,junior,2023,summer,hybrid_ai,86.2,resolution_time,75:53.5
5,junior,2023,autumn,human,60,first_response,03:59.7
5,junior,2023,autumn,human,60,handle_time,13:14.0
5,junior,2023,autumn,human,60,resolution_time,79:46.1
5,junior,2024,winter,hybrid_ai,74.6,first_response,06:04.8
5,junior,2024,winter,hybrid_ai,74.6,handle_time,19:37.0
5,junior,2024,winter,hybrid_ai,74.6,resolution_time,106:53.8
5,junior,2024,spring,human,100,first_response,04:01.2
5,junior,2024,spring,human,100,handle_time,13:20.8
5,junior,2024,spring,human,100,resolution_time,72:20.4
5,junior,2024,summer,human,78.3,first_response,04:03.1
5,junior,2024,summer,human,78.3,handle_time,13:31.0
5,junior,2024,summer,human,78.3,resolution_time,69:37.4
5,junior,2024,autumn,human,83.7,first_response,05:35.5
5,junior,2024,autumn,human,83.7,handle_time,17:06.8
5,junior,2024,autumn,human,83.7,resolution_time,95:14.9
5,junior,2025,winter,human,90.98815451309824,first_response,05:10.8
5,junior,2025,winter,human,50.34000770859517,handle_time,15:10.2
5,junior,2025,winter,human,14.180815302420783,resolution_time,79:27.8
5,junior,2025,spring,human,86.61433861620932,first_response,04:53.5
5,junior,2025,spring,human,106.38659227515325,handle_time,14:17.6
5,junior,2025,spring,human,88.66464803707312,resolution_time,72:56.8
5,junior,2025,summer,human,113.79333899839172,first_response,04:40.8
5,junior,2025,summer,human,88.11799221548982,handle_time,13:21.4
5,junior,2025,summer,human,98.50748144103311,resolution_time,74:00.2
5,junior,2025,autumn,human,132.47831220774387,first_response,05:07.0
5,junior,2025,autumn,human,91.11420213085232,handle_time,16:33.5
5,junior,2025,autumn,human,77.0765995195755,resolution_time,101:59.0
6,junior,2021,winter,human,79.2,first_response,05:58.7
6,junior,2021,winter,human,79.2,handle_time,17:32.1
6,junior,2021,winter,human,79.2,resolution_time,98:38.2
6,junior,2021,spring,hybrid_ai,87.2,first_response,05:39.3
6,junior,2021,spring,hybrid_ai,87.2,handle_time,19:08.3
6,junior,2021,spring,hybrid_ai,87.2,resolution_time,107:26.5
6,junior,2021,summer,hybrid_ai,58.2,first_response,05:27.0
6,junior,2021,summer,hybrid_ai,58.2,handle_time,18:39.1
6,junior,2021,summer,hybrid_ai,58.2,resolution_time,88:44.4
6,junior,2021,autumn,human,96.8,first_response,05:31.7
6,junior,2021,autumn,human,96.8,handle_time,18:45.6
6,junior,2021,autumn,human,96.8,resolution_time,86:25.0
6,junior,2022,winter,human,66.70740991296108,first_response,05:17.4
6,junior,2022,winter,human,48.35076737736015,handle_time,14:55.4
6,junior,2022,winter,human,56.32838922922161,resolution_time,90:40.1
6,junior,2022,spring,human,31.768804565159535,first_response,05:11.8
6,junior,2022,spring,human,59.08086613626586,handle_time,17:30.9
6,junior,2022,spring,human,55.0986987867644,resolution_time,104:02.8
6,junior,2022,summer,hybrid_ai,74.94925963773265,first_response,04:59.5
6,junior,2022,summer,hybrid_ai,28.581174078056385,handle_time,16:04.5
6,junior,2022,summer,hybrid_ai,44.54701119818191,resolution_time,80:56.0
6,junior,2022,autumn,human,27.8579143043123,first_response,05:01.4
6,junior,2022,autumn,human,30.733336868416792,handle_time,18:36.0
6,junior,2022,autumn,human,86.3388196666916,resolution_time,115:49.0
6,junior,2023,winter,human,81,first_response,06:01.5
6,junior,2023,winter,human,81,handle_time,17:50.1
6,junior,2023,winter,human,81,resolution_time,93:28.9
6,junior,2023,spring,human,100,first_response,04:36.0
6,junior,2023,spring,human,100,handle_time,13:18.0
6,junior,2023,spring,human,100,resolution_time,81:44.3
6,junior,2023,summer,human,87.5,first_response,04:45.3
6,junior,2023,summer,human,87.5,handle_time,14:15.9
6,junior,2023,summer,human,87.5,resolution_time,80:17.7
6,junior,2023,autumn,human,41.5,first_response,04:46.6
6,junior,2023,autumn,human,41.5,handle_time,16:53.8
6,junior,2023,autumn,human,41.5,resolution_time,90:56.7
6,junior,2024,winter,human,72.6,first_response,04:51.3
6,junior,2024,winter,human,72.6,handle_time,14:12.8
6,junior,2024,winter,human,72.6,resolution_time,89:25.2
6,junior,2024,spring,human,71.5,first_response,04:31.2
6,junior,2024,spring,human,71.5,handle_time,13:46.9
6,junior,2024,spring,human,71.5,resolution_time,87:04.0
6,junior,2024,summer,human,28.5,first_response,04:38.1
6,junior,2024,summer,human,28.5,handle_time,14:55.5
6,junior,2024,summer,human,28.5,resolution_time,85:46.0
6,junior,2024,autumn,hybrid_ai,100,first_response,04:51.1
6,junior,2024,autumn,hybrid_ai,100,handle_time,16:49.6
6,junior,2024,autumn,hybrid_ai,100,resolution_time,96:54.5
6,junior,2025,winter,hybrid_ai,22.396637279958625,first_response,04:40.9
6,junior,2025,winter,hybrid_ai,125.29742041642092,handle_time,15:17.2
6,junior,2025,winter,hybrid_ai,77.60024917681561,resolution_time,91:11.8
6,junior,2025,spring,hybrid_ai,149.935375076075,first_response,03:56.9
6,junior,2025,spring,hybrid_ai,151.38569256543627,handle_time,12:22.2
6,junior,2025,spring,hybrid_ai,81.6938995295795,resolution_time,75:34.4
6,junior,2025,summer,hybrid_ai,105.62783018024125,first_response,04:32.6
6,junior,2025,summer,hybrid_ai,167.1275235834733,handle_time,14:07.1
6,junior,2025,summer,hybrid_ai,106.45880390653774,resolution_time,67:29.3
6,junior,2025,autumn,human,75.70005446651997,first_response,04:28.5
6,junior,2025,autumn,human,69.51148025724203,handle_time,14:14.0
6,junior,2025,autumn,human,148.29773148575146,resolution_time,70:43.6
7,senior,2021,winter,human,100,first_response,04:46.6
7,senior,2021,winter,human,100,handle_time,14:09.8
7,senior,2021,winter,human,100,resolution_time,84:52.6
7,senior,2021,spring,human,43,first_response,03:50.6
7,senior,2021,spring,human,43,handle_time,12:20.2
7,senior,2021,spring,human,43,resolution_time,74:40.4
7,senior,2021,summer,human,68.2,first_response,03:56.9
7,senior,2021,summer,human,68.2,handle_time,12:51.1
7,senior,2021,summer,human,68.2,resolution_time,78:48.7
7,senior,2021,autumn,human,41.8,first_response,04:02.5
7,senior,2021,autumn,human,41.8,handle_time,14:07.9
7,senior,2021,autumn,human,41.8,resolution_time,83:35.4
7,senior,2022,winter,hybrid_ai,101.99785837372539,first_response,05:23.7
7,senior,2022,winter,hybrid_ai,43.652265756003104,handle_time,17:36.2
7,senior,2022,winter,hybrid_ai,30.497573257378697,resolution_time,94:27.5
7,senior,2022,spring,hybrid_ai,132.03323470774075,first_response,03:58.0
7,senior,2022,spring,hybrid_ai,110.58877438542024,handle_time,14:57.3
7,senior,2022,spring,hybrid_ai,128.7914233007424,resolution_time,69:26.4
7,senior,2022,summer,human,72.7593331190466,first_response,03:42.8
7,senior,2022,summer,human,155.43439952498647,handle_time,13:40.7
7,senior,2022,summer,human,75.30300675629375,resolution_time,73:46.3
7,senior,2022,autumn,hybrid_ai,87.78138300979714,first_response,05:02.3
7,senior,2022,autumn,hybrid_ai,43.338686864342606,handle_time,15:33.2
7,senior,2022,autumn,hybrid_ai,124.17045311780902,resolution_time,81:45.2
7,senior,2023,winter,human,59.3,first_response,04:41.3
7,senior,2023,winter,human,59.3,handle_time,15:11.7
7,senior,2023,winter,human,59.3,resolution_time,88:50.0
7,senior,2023,spring,hybrid_ai,60.1,first_response,04:25.1
7,senior,2023,spring,hybrid_ai,60.1,handle_time,13:01.0
7,senior,2023,spring,hybrid_ai,60.1,resolution_time,65:46.6
7,senior,2023,summer,human,84.6,first_response,03:22.4
7,senior,2023,summer,human,84.6,handle_time,10:27.9
7,senior,2023,summer,human,84.6,resolution_time,51:15.7
7,senior,2023,autumn,hybrid_ai,38.9,first_response,05:20.5
7,senior,2023,autumn,hybrid_ai,38.9,handle_time,15:39.8
7,senior,2023,autumn,hybrid_ai,38.9,resolution_time,73:47.4
7,senior,2024,winter,human,77.1,first_response,04:29.2
7,senior,2024,winter,human,77.1,handle_time,13:46.1
7,senior,2024,winter,human,77.1,resolution_time,90:55.0
7,senior,2024,spring,human,99.7,first_response,04:01.4
7,senior,2024,spring,human,99.7,handle_time,09:48.5
7,senior,2024,spring,human,99.7,resolution_time,70:27.8
7,senior,2024,summer,human,100,first_response,03:49.1
7,senior,2024,summer,human,100,handle_time,12:54.7
7,senior,2024,summer,human,100,resolution_time,67:09.0
7,senior,2024,autumn,hybrid_ai,100,first_response,04:48.0
7,senior,2024,autumn,hybrid_ai,100,handle_time,15:05.3
7,senior,2024,autumn,hybrid_ai,100,resolution_time,80:26.3
7,senior,2025,winter,human,84.01486875051712,first_response,04:10.2
7,senior,2025,winter,human,123.26125933854564,handle_time,12:49.3
7,senior,2025,winter,human,72.77691017896387,resolution_time,69:16.5
7,senior,2025,spring,human,63.49694961592882,first_response,03:38.2
7,senior,2025,spring,human,83.76210691580684,handle_time,12:13.8
7,senior,2025,spring,human,63.12485523881184,resolution_time,66:15.0
7,senior,2025,summer,hybrid_ai,40.33510442839483,first_response,03:15.9
7,senior,2025,summer,hybrid_ai,111.9614443476843,handle_time,11:45.3
7,senior,2025,summer,hybrid_ai,110.20360015464384,resolution_time,67:45.8
7,senior,2025,autumn,hybrid_ai,61.08606865889273,first_response,04:09.0
7,senior,2025,autumn,hybrid_ai,66.25358673527383,handle_time,13:36.9
7,senior,2025,autumn,hybrid_ai,-27.677694525906958,resolution_time,70:15.3
8,mid,2021,winter,human,98.5,first_response,05:20.7
8,mid,2021,winter,human,98.5,handle_time,17:46.4
8,mid,2021,winter,human,98.5,resolution_time,100:01.1
8,mid,2021,spring,hybrid_ai,87,first_response,05:08.0
8,mid,2021,spring,hybrid_ai,87,handle_time,16:34.3
8,mid,2021,spring,hybrid_ai,87,resolution_time,96:36.6
8,mid,2021,summer,hybrid_ai,100,first_response,04:58.0
8,mid,2021,summer,hybrid_ai,100,handle_time,15:51.8
8,mid,2021,summer,hybrid_ai,100,resolution_time,88:36.6
8,mid,2021,autumn,hybrid_ai,38.1,first_response,05:32.7
8,mid,2021,autumn,hybrid_ai,38.1,handle_time,18:19.7
