tutor_id,experience,year,term,policy,student_satisfaction,metric,mmss
2,novice,2022,summer,human,35.78,wait_time,5256:54.9
2,novice,2022,summer,human,40.45,session_time,21:36.4
2,novice,2022,autumn,human,11.05,wait_time,6863:49.9
2,novice,2022,autumn,human,4.19,session_time,18:11.2
2,novice,2023,winter,ai_assist,97.87,wait_time,6126:47.9
2,novice,2023,winter,ai_assist,101.93,session_time,20:21.4
2,novice,2023,spring,human,0,wait_time,5616:09.8
2,novice,2023,spring,human,0,session_time,18:55.7
2,novice,2023,summer,human,100.06,wait_time,5409:20.9
2,novice,2023,summer,human,88.95,session_time,25:09.2
2,novice,2023,autumn,ai_assist,100,wait_time,7899:14.1
2,novice,2023,autumn,ai_assist,100,session_time,17:53.4
2,novice,2024,winter,ai_assist,81.2,wait_time,4917:13.6
2,novice,2024,winter,ai_assist,81.2,session_time,23:07.2
2,novice,2024,spring,human,32,wait_time,5544:05.1
2,novice,2024,spring,human,32,session_time,21:42.8
2,novice,2024,summer,ai_assist,78.36,wait_time,5569:25.1
2,novice,2024,summer,ai_assist,90.54,session_time,25:51.9
2,novice,2024,autumn,ai_assist,0,wait_time,7097:52.6
2,novice,2024,autumn,ai_assist,0,session_time,19:23.8
2,novice,2025,winter,human,100,wait_time,4515:48.9
2,novice,2025,winter,human,100,session_time,21:28.8
2,novice,2025,spring,ai_assist,0,wait_time,4900:32.0
2,novice,2025,spring,ai_assist,0,session_time,19:31.5
2,novice,2025,summer,human,133.52,wait_time,5117:03.9
2,novice,2025,summer,human,130.25,session_time,22:59.6
2,novice,2025,autumn,ai_assist,100,wait_time,5229:49.7
2,novice,2025,autumn,ai_assist,100,session_time,20:54.6
3,novice,2021,winter,human,93.3,wait_time,5303:42.5
3,novice,2021,winter,human,93.3,session_time,15:20.0
3,novice,2021,spring,ai_assist,0,wait_time,8787:47.3
3,novice,2021,spring,ai_assist,0,session_time,15:00.0
3,novice,2021,summer,ai_assist,106.36,wait_time,6485:44.1
3,novice,2021,summer,ai_assist,113.17,session_time,15:00.0
3,novice,2021,autumn,human,42.3,wait_time,5225:59.3
3,novice,2021,autumn,human,42.3,session_time,15:00.0
3,novice,2022,winter,human,42.13,wait_time,4956:56.4
3,novice,2022,winter,human,35.72,session_time,17:10.8
3,novice,2022,spring,ai_assist,7.87,wait_time,7072:56.6
3,novice,2022,spring,ai_assist,5.27,session_time,15:00.0
3,novice,2022,summer,ai_assist,109.97,wait_time,7640:03.4
3,novice,2022,summer,ai_assist,146.17,session_time,15:36.7
3,novice,2022,autumn,human,47.49,wait_time,5788:07.4
3,novice,2022,autumn,human,16.77,session_time,16:05.9
3,novice,2023,winter,ai_assist,39.96,wait_time,4531:37.3
3,novice,2023,winter,ai_assist,33.88,session_time,15:00.0
3,novice,2023,spring,human,100,wait_time,5132:53.5
3,novice,2023,spring,human,100,session_time,15:00.0
3,novice,2023,summer,ai_assist,39.27,wait_time,5348:28.0
3,novice,2023,summer,ai_assist,25.35,session_time,20:54.6
3,novice,2023,autumn,human,82.8,wait_time,6623:40.2
3,novice,2023,autumn,human,82.8,session_time,15:00.0
3,novice,2024,winter,human,100,wait_time,4739:22.9
3,novice,2024,winter,human,100,session_time,17:54.5
3,novice,2024,spring,ai_assist,100,wait_time,5880:41.1
3,novice,2024,spring,ai_assist,100,session_time,17:51.1
3,novice,2024,summer,ai_assist,84.37,wait_time,3885:19.2
3,novice,2024,summer,ai_assist,91.32,session_time,16:19.6
3,novice,2024,autumn,ai_assist,100,wait_time,4879:07.5
3,novice,2024,autumn,ai_assist,100,session_time,17:05.0
3,novice,2025,winter,human,100,wait_time,4162:36.9
3,novice,2025,winter,human,100,session_time,17:16.1
3,novice,2025,spring,ai_assist,100,wait_time,4408:45.6
3,novice,2025,spring,ai_assist,100,session_time,15:00.0
3,novice,2025,summer,human,82.82,wait_time,4601:14.4
3,novice,2025,summer,human,116.94,session_time,21:55.2
3,novice,2025,autumn,ai_assist,81.4,wait_time,4354:22.9
3,novice,2025,autumn,ai_assist,81.4,session_time,15:13.7
4,mid,2021,winter,ai_assist,11.7,wait_time,3779:45.3
4,mid,2021,winter,ai_assist,11.7,session_time,31:06.7
4,mid,2021,spring,ai_assist,22.7,wait_time,4492:14.0
4,mid,2021,spring,ai_assist,22.7,session_time,27:23.3
4,mid,2021,summer,human,95.31,wait_time,2495:52.3
4,mid,2021,summer,human,90.31,session_time,38:40.9
4,mid,2021,autumn,ai_assist,70,wait_time,5127:40.7
4,mid,2021,autumn,ai_assist,70,session_time,28:39.5
4,mid,2022,winter,ai_assist,117.89,wait_time,3349:18.6
4,mid,2022,winter,ai_assist,104.73,session_time,33:17.0
4,mid,2022,spring,ai_assist,2.29,wait_time,3815:14.0
4,mid,2022,spring,ai_assist,8.24,session_time,26:33.1
4,mid,2022,summer,ai_assist,96.87,wait_time,3603:14.3
4,mid,2022,summer,ai_assist,95.15,session_time,34:54.3
4,mid,2022,autumn,ai_assist,-6.21,wait_time,3838:15.1
4,mid,2022,autumn,ai_assist,22.13,session_time,29:21.4
4,mid,2023,winter,human,97.38,wait_time,2160:00.7
4,mid,2023,winter,human,99.25,session_time,37:01.2
4,mid,2023,spring,ai_assist,67.4,wait_time,3442:17.8
4,mid,2023,spring,ai_assist,67.4,session_time,36:11.8
4,mid,2023,summer,ai_assist,-10.78,wait_time,2264:06.1
4,mid,2023,summer,ai_assist,26.35,session_time,36:03.2
4,mid,2023,autumn,ai_assist,51.2,wait_time,3350:10.3
4,mid,2023,autumn,ai_assist,51.2,session_time,27:08.7
4,mid,2024,winter,ai_assist,100,wait_time,2132:35.7
4,mid,2024,winter,ai_assist,100,session_time,41:36.0
4,mid,2024,spring,ai_assist,85.2,wait_time,3056:58.4
4,mid,2024,spring,ai_assist,85.2,session_time,44:26.1
4,mid,2024,summer,ai_assist,95.1,wait_time,1881:55.9
4,mid,2024,summer,ai_assist,100.78,session_time,33:19.9
4,mid,2024,autumn,ai_assist,86.9,wait_time,2689:24.4
4,mid,2024,autumn,ai_assist,86.9,session_time,33:37.4
4,mid,2025,winter,human,100,wait_time,2228:13.8
4,mid,2025,winter,human,100,session_time,42:24.4
4,mid,2025,spring,human,34.3,wait_time,2185:16.0
4,mid,2025,spring,human,34.3,session_time,38:00.4
4,mid,2025,summer,human,107.63,wait_time,1996:16.8
4,mid,2025,summer,human,128.04,session_time,37:08.7
4,mid,2025,autumn,human,19.3,wait_time,2285:33.3
4,mid,2025,autumn,human,19.3,session_time,37:07.8
5,novice,2021,winter,human,85.4,wait_time,5306:51.7
5,novice,2021,winter,human,85.4,session_time,20:23.0
5,novice,2021,spring,human,65.6,wait_time,6975:02.9
5,novice,2021,spring,human,65.6,session_time,18:38.5
5,novice,2021,summer,ai_assist,105.25,wait_time,10728:50.0
5,novice,2021,summer,ai_assist,91.71,session_time,16:10.6
5,novice,2021,autumn,human,50.8,wait_time,7724:11.3
5,novice,2021,autumn,human,50.8,session_time,15:00.0
5,novice,2022,winter,human,55.69,wait_time,6748:47.1
5,novice,2022,winter,human,80.13,session_time,22:29.7
5,novice,2022,spring,human,77.67,wait_time,6645:38.6
5,novice,2022,spring,human,101.99,session_time,15:00.0
5,novice,2022,summer,human,97.37,wait_time,4468:02.7
5,novice,2022,summer,human,119.31,session_time,16:52.5
5,novice,2022,autumn,human,42.5,wait_time,6120:19.7
5,novice,2022,autumn,human,52.99,session_time,17:18.1
5,novice,2023,winter,ai_assist,63.56,wait_time,5745:01.1
5,novice,2023,winter,ai_assist,54.18,session_time,17:43.2
5,novice,2023,spring,ai_assist,55.1,wait_time,8254:43.2
5,novice,2023,spring,ai_assist,55.1,session_time,17:53.4
5,novice,2023,summer,human,106.02,wait_time,4733:27.0
5,novice,2023,summer,human,108.79,session_time,19:41.1
5,novice,2023,autumn,human,100,wait_time,6404:16.6
5,novice,2023,autumn,human,100,session_time,20:11.8
5,novice,2024,winter,human,74.2,wait_time,4893:51.3
5,novice,2024,winter,human,74.2,session_time,24:31.0
5,novice,2024,spring,ai_assist,100,wait_time,5840:11.8
5,novice,2024,spring,ai_assist,100,session_time,18:33.3
5,novice,2024,summer,ai_assist,91.01,wait_time,4422:20.9
5,novice,2024,summer,ai_assist,77.67,session_time,18:53.0
5,novice,2024,autumn,human,96.3,wait_time,5878:55.8
5,novice,2024,autumn,human,96.3,session_time,16:15.6
5,novice,2025,winter,ai_assist,26.8,wait_time,4067:34.2
5,novice,2025,winter,ai_assist,26.8,session_time,20:31.9
5,novice,2025,spring,ai_assist,100,wait_time,5016:15.8
5,novice,2025,spring,ai_assist,100,session_time,17:56.4
5,novice,2025,summer,ai_assist,104.24,wait_time,4227:19.7
5,novice,2025,summer,ai_assist,96.57,session_time,19:59.7
5,novice,2025,autumn,human,90.5,wait_time,5265:32.5
5,novice,2025,autumn,human,90.5,session_time,19:04.9
6,novice,2021,winter,human,0,wait_time,4907:42.0
6,novice,2021,winter,human,0,session_time,16:39.7
6,novice,2021,spring,human,100,wait_time,5412:59.4
6,novice,2021,spring,human,100,session_time,15:00.0
6,novice,2021,summer,human,90.98,wait_time,5615:41.6
6,novice,2021,summer,human,75.37,session_time,18:56.0
6,novice,2021,autumn,ai_assist,7.6,wait_time,11590:53.9
6,novice,2021,autumn,ai_assist,7.6,session_time,15:00.0
6,novice,2022,winter,ai_assist,19.47,wait_time,7966:05.3
6,novice,2022,winter,ai_assist,0.82,session_time,15:53.6
6,novice,2022,spring,ai_assist,102.04,wait_time,8806:54.1
6,novice,2022,spring,ai_assist,138.7,session_time,15:03.5
6,novice,2022,summer,ai_assist,78.4,wait_time,7896:57.7
6,novice,2022,summer,ai_assist,64.7,session_time,15:00.0
6,novice,2022,autumn,ai_assist,121.45,wait_time,10479:12.0
6,novice,2022,autumn,ai_assist,111.49,session_time,15:00.0
6,novice,2023,winter,human,-1.08,wait_time,4812:31.5
6,novice,2023,winter,human,4.4,session_time,21:04.3
6,novice,2023,spring,ai_assist,90.3,wait_time,7058:38.7
6,novice,2023,spring,ai_assist,90.3,session_time,15:00.0
6,novice,2023,summer,ai_assist,87.46,wait_time,5685:33.1
6,novice,2023,summer,ai_assist,116.86,session_time,19:31.8
6,novice,2023,autumn,ai_assist,100,wait_time,6659:29.3
6,novice,2023,autumn,ai_assist,100,session_time,15:00.0
6,novice,2024,winter,ai_assist,100,wait_time,5180:53.7
6,novice,2024,winter,ai_assist,100,session_time,22:50.3
6,novice,2024,spring,ai_assist,100,wait_time,5137:56.3
6,novice,2024,spring,ai_assist,100,session_time,18:58.2
6,novice,2024,summer,ai_assist,19.83,wait_time,4047:57.8
6,novice,2024,summer,ai_assist,34.63,session_time,19:12.8
6,novice,2024,autumn,human,94.2,wait_time,5576:20.2
6,novice,2024,autumn,human,94.2,session_time,16:19.5
6,novice,2025,winter,human,100,wait_time,3885:26.0
6,novice,2025,winter,human,100,session_time,24:18.2
6,novice,2025,spring,human,93.4,wait_time,4827:55.8
6,novice,2025,spring,human,93.4,session_time,18:17.3
6,novice,2025,summer,human,114.32,wait_time,3801:38.9
6,novice,2025,summer,human,118.04,session_time,18:21.5
6,novice,2025,autumn,ai_assist,100,wait_time,5889:01.0
6,novice,2025,autumn,ai_assist,100,session_time,21:14.0
7,novice,2021,winter,ai_assist,29.4,wait_time,9491:52.1
7,novice,2021,winter,ai_assist,29.4,session_time,17:30.4
7,novice,2021,spring,human,0,wait_time,6625:19.9
7,novice,2021,spring,human,0,session_time,17:55.8
7,novice,2021,summer,human,86.69,wait_time,5050:42.1
7,novice,2021,summer,human,86.46,session_time,17:47.4
7,novice,2021,autumn,human,100,wait_time,6112:36.3
7,novice,2021,autumn,human,100,session_time,15:00.0
7,novice,2022,winter,human,103.25,wait_time,5067:01.9
7,novice,2022,winter,human,130.45,session_time,18:56.6
7,novice,2022,spring,ai_assist,105.13,wait_time,12268:07.0
7,novice,2022,spring,ai_assist,86.33,session_time,21:09.8
7,novice,2022,summer,ai_assist,29.5,wait_time,7834:26.1
7,novice,2022,summer,ai_assist,-7.54,session_time,16:30.3
7,novice,2022,autumn,human,-2.6,wait_time,6946:03.5
7,novice,2022,autumn,human,25.87,session_time,15:53.1
7,novice,2023,winter,human,101.54,wait_time,5114:34.6
7,novice,2023,winter,human,106.36,session_time,21:15.1
7,novice,2023,spring,ai_assist,91.9,wait_time,7712:58.5
7,novice,2023,spring,ai_assist,91.9,session_time,17:40.1
7,novice,2023,summer,ai_assist,4.66,wait_time,5230:16.5
7,novice,2023,summer,ai_assist,2.04,session_time,19:17.7
7,novice,2023,autumn,human,100,wait_time,6484:49.1
7,novice,2023,autumn,human,100,session_time,17:43.9
7,novice,2024,winter,human,100,wait_time,4270:12.1
7,novice,2024,winter,human,100,session_time,18:55.2
7,novice,2024,spring,human,74.5,wait_time,5809:15.7
7,novice,2024,spring,human,74.5,session_time,19:27.0
7,novice,2024,summer,human,104.89,wait_time,4662:09.0
7,novice,2024,summer,human,81.65,session_time,21:26.6
7,novice,2024,autumn,ai_assist,19.8,wait_time,5602:54.1
7,novice,2024,autumn,ai_assist,19.8,session_time,16:55.0
7,novice,2025,winter,ai_assist,85.9,wait_time,5518:27.8
7,novice,2025,winter,ai_assist,85.9,session_time,20:34.1
7,novice,2025,spring,human,0,wait_time,5183:00.5
7,novice,2025,spring,human,0,session_time,19:33.0
7,novice,2025,summer,human,-13.51,wait_time,4481:48.9
7,novice,2025,summer,human,14.29,session_time,21:28.8
7,novice,2025,autumn,human,0,wait_time,5125:44.2
7,novice,2025,autumn,human,0,session_time,17:26.0
8,novice,2021,winter,ai_assist,23.7,wait_time,9105:47.2
8,novice,2021,winter,ai_assist,23.7,session_time,16:48.4
8,novice,2021,spring,human,48.6,wait_time,6376:02.5
8,novice,2021,spring,human,48.6,session_time,16:35.9
8,novice,2021,summer,human,41,wait_time,5966:49.8
8,novice,2021,summer,human,80.82,session_time,20:52.6
8,novice,2021,autumn,human,100,wait_time,6323:28.6
8,novice,2021,autumn,human,100,session_time,15:00.0
8,novice,2022,winter,human,51.57,wait_time,5492:07.8
8,novice,2022,winter,human,1.16,session_time,17:07.0
8,novice,2022,spring,ai_assist,25.8,wait_time,9414:42.6
8,novice,2022,spring,ai_assist,63.71,session_time,15:34.2
8,novice,2022,summer,ai_assist,-2.69,wait_time,7819:56.3
8,novice,2022,summer,ai_assist,65.63,session_time,17:08.8
8,novice,2022,autumn,ai_assist,93.2,wait_time,9793:55.9
8,novice,2022,autumn,ai_assist,79.59,session_time,15:07.8
8,novice,2023,winter,human,104.24,wait_time,6307:58.4
8,novice,2023,winter,human,109.96,session_time,23:00.9
8,novice,2023,spring,human,100,wait_time,5779:29.9
8,novice,2023,spring,human,100,session_time,18:34.7
8,novice,2023,summer,human,100.9,wait_time,5232:05.6
8,novice,2023,summer,human,84.2,session_time,19:15.9
8,novice,2023,autumn,human,49.3,wait_time,5607:03.4
8,novice,2023,autumn,human,49.3,session_time,15:10.1
8,novice,2024,winter,ai_assist,100,wait_time,4297:49.0
8,novice,2024,winter,ai_assist,100,session_time,19:47.0
8,novice,2024,spring,ai_assist,82.3,wait_time,4877:21.7
8,novice,2024,spring,ai_assist,82.3,session_time,16:44.3
8,novice,2024,summer,human,128.6,wait_time,5062:11.2
8,novice,2024,summer,human,107.12,session_time,20:15.6
8,novice,2024,autumn,human,30.8,wait_time,6149:56.2
8,novice,2024,autumn,human,30.8,session_time,20:36.4
8,novice,2025,winter,ai_assist,100,wait_time,4215:27.1
8,novice,2025,winter,ai_assist,100,session_time,22:01.5
8,novice,2025,spring,human,20.3,wait_time,5053:17.9
8,novice,2025,spring,human,20.3,session_time,19:09.7
8,novice,2025,summer,human,103.87,wait_time,4429:11.5
8,novice,2025,summer,human,84.36,session_time,25:41.4
8,novice,2025,autumn,ai_assist,18.2,wait_time,4478:31.4
8,novice,2025,autumn,ai_assist,18.2,session_time,18:12.2
9,mid,2021,winter,ai_assist,35,wait_time,3573:47.5
9,mid,2021,winter,ai_assist,35,session_time,32:29.2
9,mid,2021,spring,ai_assist,100,wait_time,5481:43.4
9,mid,2021,spring,ai_assist,100,session_time,30:37.5
9,mid,2021,summer,ai_assist,94.51,wait_time,4225:22.6
9,mid,2021,summer,ai_assist,53.47,session_time,33:26.7
9,mid,2021,autumn,ai_assist,100,wait_time,4809:17.7
9,mid,2021,autumn,ai_assist,100,session_time,25:37.6
9,mid,2022,winter,human,83.39,wait_time,2420:48.7
9,mid,2022,winter,human,98.28,session_time,33:42.0
9,mid,2022,spring,ai_assist,-29.72,wait_time,4830:14.7
9,mid,2022,spring,ai_assist,-8.73,session_time,28:40.7
9,mid,2022,summer,ai_assist,101.96,wait_time,3309:40.2
9,mid,2022,summer,ai_assist,117.39,session_time,32:53.2
9,mid,2022,autumn,human,6.31,wait_time,3470:21.0
9,mid,2022,autumn,human,15.78,session_time,29:11.6
9,mid,2023,winter,human,53.56,wait_time,2365:32.3
9,mid,2023,winter,human,54.87,session_time,35:36.0
9,mid,2023,spring,human,68.2,wait_time,3090:13.0
9,mid,2023,spring,human,68.2,session_time,36:34.2
9,mid,2023,summer,ai_assist,82.18,wait_time,3091:30.5
9,mid,2023,summer,ai_assist,92.28,session_time,40:09.6
9,mid,2023,autumn,ai_assist,52,wait_time,3453:39.6
9,mid,2023,autumn,ai_assist,52,session_time,32:29.4
9,mid,2024,winter,ai_assist,48.5,wait_time,2319:23.9
9,mid,2024,winter,ai_assist,48.5,session_time,45:22.9
9,mid,2024,spring,human,50.6,wait_time,2701:31.2
9,mid,2024,spring,human,50.6,session_time,34:47.5
9,mid,2024,summer,human,109.01,wait_time,2477:03.1
9,mid,2024,summer,human,100.66,session_time,40:15.6
9,mid,2024,autumn,ai_assist,100,wait_time,3094:26.9
9,mid,2024,autumn,ai_assist,100,session_time,41:48.3
9,mid,2025,winter,human,64.8,wait_time,2287:26.3
9,mid,2025,winter,human,64.8,session_time,38:45.3
9,mid,2025,spring,ai_assist,56.7,wait_time,2444:16.7
9,mid,2025,spring,ai_assist,56.7,session_time,38:03.4
9,mid,2025,summer,human,110.96,wait_time,1814:27.3
9,mid,2025,summer,human,87.99,session_time,40:29.2
9,mid,2025,autumn,human,95.9,wait_time,3181:05.8
9,mid,2025,autumn,human,95.9,session_time,41:36.2
10,novice,2021,winter,ai_assist,92.1,wait_time,8876:33.9
10,novice,2021,winter,ai_assist,92.1,session_time,16:58.5
10,novice,2021,spring,human,71.6,wait_time,6112:04.6
10,novice,2021,spring,human,71.6,session_time,17:14.2
10,novice,2021,summer,human,8.34,wait_time,7272:40.0
10,novice,2021,summer,human,41.71,session_time,20:55.6
10,novice,2021,autumn,ai_assist,72.1,wait_time,9337:01.1
10,novice,2021,autumn,ai_assist,72.1,session_time,15:00.0
10,novice,2022,winter,human,25.03,wait_time,5214:24.7
10,novice,2022,winter,human,23.6,session_time,21:38.9
10,novice,2022,spring,human,66.82,wait_time,6902:18.4
10,novice,2022,spring,human,29.93,session_time,18:30.9
10,novice,2022,summer,human,68.8,wait_time,4975:19.4
10,novice,2022,summer,human,117.93,session_time,18:07.5
10,novice,2022,autumn,human,113.89,wait_time,6294:04.3
10,novice,2022,autumn,human,77.62,session_time,19:32.3
10,novice,2023,winter,human,1.2,wait_time,5717:51.7
10,novice,2023,winter,human,1.1,session_time,23:25.0
10,novice,2023,spring,human,23.8,wait_time,6020:08.1
10,novice,2023,spring,human,23.8,session_time,18:42.2
10,novice,2023,summer,human,128.5,wait_time,4867:40.7
10,novice,2023,summer,human,118.84,session_time,18:40.0
10,novice,2023,autumn,ai_assist,7.9,wait_time,7460:30.7
10,novice,2023,autumn,ai_assist,7.9,session_time,15:43.6
10,novice,2024,winter,human,100,wait_time,4997:05.2
10,novice,2024,winter,human,100,session_time,20:56.9
10,novice,2024,spring,human,100,wait_time,6357:51.0
10,novice,2024,spring,human,100,session_time,18:39.2
10,novice,2024,summer,ai_assist,91.03,wait_time,3977:01.9
10,novice,2024,summer,ai_assist,66.66,session_time,19:25.4
10,novice,2024,autumn,human,0.2,wait_time,6342:16.5
10,novice,2024,autumn,human,0.2,session_time,18:26.0
10,novice,2025,winter,ai_assist,35.7,wait_time,4218:07.9
10,novice,2025,winter,ai_assist,35.7,session_time,24:23.0
10,novice,2025,spring,ai_assist,13.6,wait_time,4960:19.4
10,novice,2025,spring,ai_assist,13.6,session_time,21:53.8
10,novice,2025,summer,human,-4.3,wait_time,4699:08.2
10,novice,2025,summer,human,-19.88,session_time,23:08.5
10,novice,2025,autumn,ai_assist,31.1,wait_time,5579:41.9
10,novice,2025,autumn,ai_assist,31.1,session_time,18:27.9
11,mid,2021,winter,human,44,wait_time,2340:09.4
11,mid,2021,winter,human,44,session_time,32:48.7
11,mid,2021,spring,human,36.5,wait_time,3133:00.8
11,mid,2021,spring,human,36.5,session_time,36:52.1
11,mid,2021,summer,ai_assist,103.75,wait_time,3960:50.3
11,mid,2021,summer,ai_assist,97.32,session_time,35:20.8
11,mid,2021,autumn,human,6.5,wait_time,3153:44.1
11,mid,2021,autumn,human,6.5,session_time,34:58.8
11,mid,2022,winter,human,59.71,wait_time,2479:05.9
11,mid,2022,winter,human,47.43,session_time,38:58.1
11,mid,2022,spring,human,74.35,wait_time,2684:33.1
11,mid,2022,spring,human,97.07,session_time,37:45.9
11,mid,2022,summer,ai_assist,35.42,wait_time,3105:34.7
11,mid,2022,summer,ai_assist,28.42,session_time,36:51.1
11,mid,2022,autumn,human,46.47,wait_time,2660:59.4
11,mid,2022,autumn,human,34.23,session_time,30:27.3
11,mid,2023,winter,human,98.1,wait_time,2539:17.6
11,mid,2023,winter,human,104.05,session_time,44:12.0
11,mid,2023,spring,human,85.8,wait_time,2317:18.0
11,mid,2023,spring,human,85.8,session_time,38:08.3
11,mid,2023,summer,ai_assist,108.79,wait_time,3153:15.4
11,mid,2023,summer,ai_assist,104.97,session_time,40:44.0
11,mid,2023,autumn,ai_assist,100,wait_time,3406:03.8
11,mid,2023,autumn,ai_assist,100,session_time,34:08.9
11,mid,2024,winter,ai_assist,54.4,wait_time,1963:19.2
11,mid,2024,winter,ai_assist,54.4,session_time,36:50.6
11,mid,2024,spring,human,85.4,wait_time,2357:07.0
11,mid,2024,spring,human,85.4,session_time,38:10.2
11,mid,2024,summer,ai_assist,20.87,wait_time,2107:42.2
11,mid,2024,summer,ai_assist,-17.03,session_time,43:48.8
11,mid,2024,autumn,human,8.8,wait_time,2991:45.4
11,mid,2024,autumn,human,8.8,session_time,41:58.3
11,mid,2025,winter,ai_assist,28.8,wait_time,2134:51.0
11,mid,2025,winter,ai_assist,28.8,session_time,45:17.9
11,mid,2025,spring,ai_assist,56,wait_time,2021:08.8
11,mid,2025,spring,ai_assist,56,session_time,40:57.9
11,mid,2025,summer,ai_assist,96.31,wait_time,1705:16.2
11,mid,2025,summer,ai_assist,106.69,session_time,43:10.5
11,mid,2025,autumn,human,100,wait_time,2045:50.2
11,mid,2025,autumn,human,100,session_time,33:31.9
12,mid,2021,winter,human,100,wait_time,2813:31.0
12,mid,2021,winter,human,100,session_time,36:60.0
12,mid,2021,spring,human,36.7,wait_time,3049:37.4
12,mid,2021,spring,human,36.7,session_time,26:26.5
12,mid,2021,summer,human,94.98,wait_time,2429:45.8
12,mid,2021,summer,human,88.74,session_time,38:51.0
12,mid,2021,autumn,human,100,wait_time,2823:17.2
12,mid,2021,autumn,human,100,session_time,28:32.6
12,mid,2022,winter,human,104.66,wait_time,2418:28.7
12,mid,2022,winter,human,76.8,session_time,36:04.0
12,mid,2022,spring,ai_assist,6.78,wait_time,4043:14.2
12,mid,2022,spring,ai_assist,9.73,session_time,27:04.3
12,mid,2022,summer,human,-0.05,wait_time,2028:57.0
12,mid,2022,summer,human,48.5,session_time,35:16.1
12,mid,2022,autumn,ai_assist,88.67,wait_time,3930:38.7
12,mid,2022,autumn,ai_assist,76.87,session_time,31:06.8
12,mid,2023,winter,ai_assist,-1.34,wait_time,2660:11.6
12,mid,2023,winter,ai_assist,2.02,session_time,38:13.7
12,mid,2023,spring,human,58.3,wait_time,2610:51.5
12,mid,2023,spring,human,58.3,session_time,32:13.4
12,mid,2023,summer,ai_assist,132.12,wait_time,2541:14.0
12,mid,2023,summer,ai_assist,99.02,session_time,36:24.0
12,mid,2023,autumn,ai_assist,12.5,wait_time,3938:02.1
12,mid,2023,autumn,ai_assist,12.5,session_time,29:47.7
12,mid,2024,winter,ai_assist,89.6,wait_time,2051:33.1
12,mid,2024,winter,ai_assist,89.6,session_time,37:49.5
12,mid,2024,spring,human,82.2,wait_time,2372:22.7
12,mid,2024,spring,human,82.2,session_time,39:53.2
12,mid,2024,summer,human,42.56,wait_time,2071:11.1
12,mid,2024,summer,human,64.39,session_time,40:28.3
